title,author,description,link,platform(s),pg,example_download_link
The Watching Book,"Sarah ""Bog Witch"" Rowan","A zine of oracular culture, and an rpg to play with it.",https://sarahrowan.itch.io/the-watching-book,,23,https://itch.io/bundle/download/jfQZperdE2sgwxLLjex7TxqJKIXFxDWieWC3_JlO?page=23
Barrel Roll,Matthew Lawrence,Fly back home with damaged wings,https://powerspark.itch.io/barrel-roll,"Windows, macOS",23,https://itch.io/bundle/download/jfQZperdE2sgwxLLjex7TxqJKIXFxDWieWC3_JlO?page=23
樺ヶ原脱出 - Escape from Kabagahara,Edouard Moinard,"You see a path to Kabagahara, will you take it?",https://glerek.itch.io/escape-from-kabagahara,"Windows, macOS",23,https://itch.io/bundle/download/jfQZperdE2sgwxLLjex7TxqJKIXFxDWieWC3_JlO?page=23
Unobelisk,Ghostwind,A pretentious test for hopeless machines,https://ghostwind.itch.io/unobelisk,Windows,23,https://itch.io/bundle/download/jfQZperdE2sgwxLLjex7TxqJKIXFxDWieWC3_JlO?page=23
Ex Novo,Sharkbomb Studios,A playable city-generator and map-making game.,https://sharkbombs.itch.io/ex-novo,,23,https://itch.io/bundle/download/jfQZperdE2sgwxLLjex7TxqJKIXFxDWieWC3_JlO?page=23
Figment,Planarian,"Rock, Paper, Scissors, Imagination!",https://planarian.itch.io/figment,,23,https://itch.io/bundle/download/jfQZperdE2sgwxLLjex7TxqJKIXFxDWieWC3_JlO?page=23
Savage Blood,babblegumsam,a fantasy game of revenge and colonial ultraviolence,https://babblegumsam.itch.io/savage-blood,,23,https://itch.io/bundle/download/jfQZperdE2sgwxLLjex7TxqJKIXFxDWieWC3_JlO?page=23
SAI,Studio Mutiny,Stop the machines. Save the forest.,https://studiomutiny.itch.io/sai,Windows,23,https://itch.io/bundle/download/jfQZperdE2sgwxLLjex7TxqJKIXFxDWieWC3_JlO?page=23
Spring Falls,SparseGameDev,"A peaceful puzzle game about water, erosion, and watching things grow.",https://sparsegamedev.itch.io/spring-falls,"Windows, Linux, macOS",23,https://itch.io/bundle/download/jfQZperdE2sgwxLLjex7TxqJKIXFxDWieWC3_JlO?page=23
Ink Transference,NinjaPenguin,A play by mail game where you learn about humans and emotions,https://ninjapenguin.itch.io/ink-transference,,23,https://itch.io/bundle/download/jfQZperdE2sgwxLLjex7TxqJKIXFxDWieWC3_JlO?page=23
Isolation Story,Elushis,Can you endure isolation?,https://elushis.itch.io/isolation-story,Windows,23,https://itch.io/bundle/download/jfQZperdE2sgwxLLjex7TxqJKIXFxDWieWC3_JlO?page=23
ring ring,h i l o q o,You found a strange phone on the beach. Who will you call?,https://hiloqo.itch.io/ring-ring,"Windows, macOS",24,https://itch.io/bundle/download/jfQZperdE2sgwxLLjex7TxqJKIXFxDWieWC3_JlO?page=24
Freelancers,Swords and Flowers,Kill your Boss. Seize power.,https://swords-and-flowers.itch.io/freelancers,,24,https://itch.io/bundle/download/jfQZperdE2sgwxLLjex7TxqJKIXFxDWieWC3_JlO?page=24
Mausritter: Honey in the Rafters,Losing Games,,https://losing-games.itch.io/mausritter-honey-in-the-rafters,,24,https://itch.io/bundle/download/jfQZperdE2sgwxLLjex7TxqJKIXFxDWieWC3_JlO?page=24
Tonight We Riot,Means Interactive,A revolutionary crowd-based retro brawler,https://meansinteractive.itch.io/tonight-we-riot,"Windows, Linux, macOS",24,https://itch.io/bundle/download/jfQZperdE2sgwxLLjex7TxqJKIXFxDWieWC3_JlO?page=24
Art Telephone,Ken Davidson,,https://davidson925.itch.io/art-telephone,,24,https://itch.io/bundle/download/jfQZperdE2sgwxLLjex7TxqJKIXFxDWieWC3_JlO?page=24
Corvid Court,Gila RPGs,Birds of a feather kill together.,https://gilarpgs.itch.io/corvid-court,,24,https://itch.io/bundle/download/jfQZperdE2sgwxLLjex7TxqJKIXFxDWieWC3_JlO?page=24
Breakout Poetry,Johan_Holm,Breakout ... with poetry!,https://johan-holm.itch.io/breakout-poetry,,24,https://itch.io/bundle/download/jfQZperdE2sgwxLLjex7TxqJKIXFxDWieWC3_JlO?page=24
kno,Vismaya,A game that helps you practise a form of mindful journaling for clarity of mind.,https://vismaya.itch.io/kno,Windows,24,https://itch.io/bundle/download/jfQZperdE2sgwxLLjex7TxqJKIXFxDWieWC3_JlO?page=24
deskspace,npckc,a self-care app,https://npckc.itch.io/deskspace,"Windows, Linux, macOS",24,https://itch.io/bundle/download/jfQZperdE2sgwxLLjex7TxqJKIXFxDWieWC3_JlO?page=24
Steal This Game! Rebels & Renegades,theivorytowercrumbles,"Become a thief, make a crew, change the world.",https://theivorytowercrumbles.itch.io/steal-this-game-rebels-and-renegades,,24,https://itch.io/bundle/download/jfQZperdE2sgwxLLjex7TxqJKIXFxDWieWC3_JlO?page=24
Celestial Correspondence,lina wu,there are emails in heaven?!?,https://linaw.itch.io/cc,"Windows, macOS",24,https://itch.io/bundle/download/jfQZperdE2sgwxLLjex7TxqJKIXFxDWieWC3_JlO?page=24
Swung,Extra Nice,Be the SWORD!,https://extra-nice.itch.io/swung,,24,https://itch.io/bundle/download/jfQZperdE2sgwxLLjex7TxqJKIXFxDWieWC3_JlO?page=24
"Arigatou, Ningen-san!",Michelle,An interactive story about squishing animals,https://michellema.itch.io/arigatou-ningen-san,"Windows, macOS",24,https://itch.io/bundle/download/jfQZperdE2sgwxLLjex7TxqJKIXFxDWieWC3_JlO?page=24
CLOSER TIES - Game Pack,BAGEL+BALLOON,GM-led world-exploring game in Mozilla Hubs,https://bagelandballoon.itch.io/closer-ties,,24,https://itch.io/bundle/download/jfQZperdE2sgwxLLjex7TxqJKIXFxDWieWC3_JlO?page=24
Rainworld,llemoi,"In the grim darkness of the far future, there are only McJobs",https://llemoi.itch.io/rainworld,,24,https://itch.io/bundle/download/jfQZperdE2sgwxLLjex7TxqJKIXFxDWieWC3_JlO?page=24
The Spirit of Small Gifts,theinstagrahame,A solo-journaling (+ writing to friends) RPG meta-game about sending useful items to friends playing other games.,https://theinstagrahame.itch.io/the-spirit-of-small-gifts,,24,https://itch.io/bundle/download/jfQZperdE2sgwxLLjex7TxqJKIXFxDWieWC3_JlO?page=24
Pizza Heroes,A. C. Sherman,A game that starts when you order pizza and ends when you take your first bite,https://acsherman.itch.io/pizza-heroes,,24,https://itch.io/bundle/download/jfQZperdE2sgwxLLjex7TxqJKIXFxDWieWC3_JlO?page=24
Dogs Throwing Swords II: Three Barks To The Wind,Rook,A sidescrolling bark-em-up where you create and guide a team of very good dogs to save their home!,https://agentv.itch.io/dogsthrowingswords2,"Windows, macOS",24,https://itch.io/bundle/download/jfQZperdE2sgwxLLjex7TxqJKIXFxDWieWC3_JlO?page=24
Magic Trick,MagicTrick,Magical skating game made in Unity 3D,https://magictrick.itch.io/magic-trick,"Windows, macOS",24,https://itch.io/bundle/download/jfQZperdE2sgwxLLjex7TxqJKIXFxDWieWC3_JlO?page=24
Walking Doggos,afrozenpeach,A Game of Being Barely Adequate,https://afrozenpeach.itch.io/walking-doggos,,24,https://itch.io/bundle/download/jfQZperdE2sgwxLLjex7TxqJKIXFxDWieWC3_JlO?page=24
Old Man Character Sound Effects,Eternity Games,A collection of sound effects for the old-man character in your project.,https://writingduels.itch.io/old-man-character-sound-effects,,24,https://itch.io/bundle/download/jfQZperdE2sgwxLLjex7TxqJKIXFxDWieWC3_JlO?page=24
Koshka's Kofe,Koshka's Kofe,Enter a wistful world filled with adorable animal neighbors! Make coffee and reconnect with the memory of your father.,https://koshkas-kofe.itch.io/koshkas-kofe,,24,https://itch.io/bundle/download/jfQZperdE2sgwxLLjex7TxqJKIXFxDWieWC3_JlO?page=24
whirlibird,farfromsleep,arcade save-'em-up with a chill summer vibe,https://farfromsleep.itch.io/whirlibird,Windows,24,https://itch.io/bundle/download/jfQZperdE2sgwxLLjex7TxqJKIXFxDWieWC3_JlO?page=24
The Ghost Houses of Phylinecra,Shel Kahn,"A story-heavy, system-agnostic dungeon crawl",https://sorcererscatalogue.itch.io/the-ghost-houses-of-phylinecra,,24,https://itch.io/bundle/download/jfQZperdE2sgwxLLjex7TxqJKIXFxDWieWC3_JlO?page=24
1-6 Oozes in the Dark,Deus Ex Minima,A print-and-play micro-module for 5e,https://deusexminima.itch.io/1-6-oozes-in-the-dark,,24,https://itch.io/bundle/download/jfQZperdE2sgwxLLjex7TxqJKIXFxDWieWC3_JlO?page=24
Picking Up the Pieces,Summer,"A 2-player game about exploring a broken relationship and deciding, after all is said and done, if you want to fix it.",https://justasummerjob.itch.io/picking-up-the-pieces,,24,https://itch.io/bundle/download/jfQZperdE2sgwxLLjex7TxqJKIXFxDWieWC3_JlO?page=24
Stand Up,Elena Murphy,A Persona-inspired ttrpg.,https://fatalst.itch.io/stand-up,,24,https://itch.io/bundle/download/jfQZperdE2sgwxLLjex7TxqJKIXFxDWieWC3_JlO?page=24
Unmoored,Lari Assmuth,"You are a time-traveller on a crucial mission, but something has gone terribly wrong...",https://lari-assmuth.itch.io/unmoored,,24,https://itch.io/bundle/download/jfQZperdE2sgwxLLjex7TxqJKIXFxDWieWC3_JlO?page=24
You Have One Ability...The Ability To Fuck This Up!,StarshineScribbles,A Game Where Failure Is Always Just Around The Corner,https://starshinescribbles.itch.io/fuckthisup,,24,https://itch.io/bundle/download/jfQZperdE2sgwxLLjex7TxqJKIXFxDWieWC3_JlO?page=24
The Night Fisherman,Far Few Giants,"A tense, thought-provoking 3D visual novel",https://farfewgiants.itch.io/night-fisherman,"Windows, macOS",24,https://itch.io/bundle/download/jfQZperdE2sgwxLLjex7TxqJKIXFxDWieWC3_JlO?page=24
ephemera of evalynn cott,attempting entertainment,it's the end of the semester at art school and you're hella late turning in your assignments!,https://attemptingent.itch.io/m4tve1,,25,https://itch.io/bundle/download/jfQZperdE2sgwxLLjex7TxqJKIXFxDWieWC3_JlO?page=25
My Way,ThatAceGal,A game about pro wrestling and pushing yourself too far,https://thatacegal.itch.io/my-way,,25,https://itch.io/bundle/download/jfQZperdE2sgwxLLjex7TxqJKIXFxDWieWC3_JlO?page=25
This Call May Be Recorded,Jon Topielski,Welcome to your new job as a Telemarketer!,https://jontopielski.itch.io/this-call-may-be-recorded,"Windows, Linux, macOS",25,https://itch.io/bundle/download/jfQZperdE2sgwxLLjex7TxqJKIXFxDWieWC3_JlO?page=25
The Valley of Super Flowers,AMAXANG GAMES,The Valley of Super Flowers is a 2D Platform Action game in which the valley is captured by an Evil Satanis ruler.,https://amaxang-games.itch.io/the-valley-of-super-flowers,"Windows, Linux",25,https://itch.io/bundle/download/jfQZperdE2sgwxLLjex7TxqJKIXFxDWieWC3_JlO?page=25
Nótt & Dagr,VolcanicDolphin,Norse mythology puzzle co-op.,https://volcanicdolphin.itch.io/ntt-dagr,Windows,25,https://itch.io/bundle/download/jfQZperdE2sgwxLLjex7TxqJKIXFxDWieWC3_JlO?page=25
My Brain Is A Stick Of Butter,adamebell,A solo game about ADHD and how it affects your week,https://adamebell.itch.io/my-brain-is-a-stick-of-butter,,25,https://itch.io/bundle/download/jfQZperdE2sgwxLLjex7TxqJKIXFxDWieWC3_JlO?page=25
Story Time Frames,Sohkrates,A social media storytelling game!,https://sohkrates.itch.io/story-time-frames,,25,https://itch.io/bundle/download/jfQZperdE2sgwxLLjex7TxqJKIXFxDWieWC3_JlO?page=25
Blade-Kissed,CureWiki,You and your rival are dueling for the first time. Fight. Remember.,https://curewiki.itch.io/blade-kissed,,25,https://itch.io/bundle/download/jfQZperdE2sgwxLLjex7TxqJKIXFxDWieWC3_JlO?page=25
Corey Coolbrew,WauloK,A fun platform game for Spectrum retro computers,https://waulok.itch.io/corey-coolbrew,,25,https://itch.io/bundle/download/jfQZperdE2sgwxLLjex7TxqJKIXFxDWieWC3_JlO?page=25
No One Dies Alone In Revolution,AJ Ellis,A single-player poetry-writing ttrpg in which you play an oracle composing prayers to revolutionary martyrs,https://aj-ellis.itch.io/no-one-dies-alone-in-revolution,,25,https://itch.io/bundle/download/jfQZperdE2sgwxLLjex7TxqJKIXFxDWieWC3_JlO?page=25
Zoom Scouts,Ed Turner,A game about what I think Power Rangers was probably like.,https://eddlyt.itch.io/zoom-scouts,,25,https://itch.io/bundle/download/jfQZperdE2sgwxLLjex7TxqJKIXFxDWieWC3_JlO?page=25
Tampalasan ALPHA,John Erwin,"a spear-and-sorcery hack of Knave, Best Left Buried, and UVG",https://mister-erwin.itch.io/tampalasan-alpha,,25,https://itch.io/bundle/download/jfQZperdE2sgwxLLjex7TxqJKIXFxDWieWC3_JlO?page=25
stop,daichifob,stop time to solve puzzles,https://daichifob.itch.io/stop,,25,https://itch.io/bundle/download/jfQZperdE2sgwxLLjex7TxqJKIXFxDWieWC3_JlO?page=25
Grievance,Whill,An interactive story about the nature of power,https://whill.itch.io/grievance,,25,https://itch.io/bundle/download/jfQZperdE2sgwxLLjex7TxqJKIXFxDWieWC3_JlO?page=25
#hasicontent,Lu_Bu,Take fotos of the bunnys in your garden,https://lu-bu.itch.io/hasicontent,"Windows, Linux, macOS",25,https://itch.io/bundle/download/jfQZperdE2sgwxLLjex7TxqJKIXFxDWieWC3_JlO?page=25
Get Your Game On!,ThatAceGal,A Firebrands RPG about card games,https://thatacegal.itch.io/get-your-game-on,,25,https://itch.io/bundle/download/jfQZperdE2sgwxLLjex7TxqJKIXFxDWieWC3_JlO?page=25
Hero-ing Addict,KingEthaniel,An MS Paint-inspired action adventure game.,https://kingethaniel.itch.io/hero-ing-addict,Windows,25,https://itch.io/bundle/download/jfQZperdE2sgwxLLjex7TxqJKIXFxDWieWC3_JlO?page=25
Voles of the Dusk,GearHead,The human race is extinct and cute fuzzy rodents have inherited the Earth.,https://gearhead.itch.io/voles-of-the-dusk,,25,https://itch.io/bundle/download/jfQZperdE2sgwxLLjex7TxqJKIXFxDWieWC3_JlO?page=25
Neon Blight: Final Demo,Bleeding Tapes,cyberpunk metroidvania/gun store management game,https://bleeding-tapes.itch.io/neon-blight-final-demo,Windows,25,https://itch.io/bundle/download/jfQZperdE2sgwxLLjex7TxqJKIXFxDWieWC3_JlO?page=25
Oxenfree,Night School Studio,A supernatural thriller about a group of friends who unwittingly open a ghostly rift,https://night-school-studio.itch.io/oxenfree,"Windows, Linux, macOS",25,https://itch.io/bundle/download/jfQZperdE2sgwxLLjex7TxqJKIXFxDWieWC3_JlO?page=25
Touhou Fan Game Jam Black Lives Matter Collection,CopperChihuahua,A collection of Touhou Fan Game Jam games donated to itch's Bundle for Racial Justice and Equality,https://copperchihuahua.itch.io/touhou-jam-blm,"Windows, Linux, macOS, Android",25,https://itch.io/bundle/download/jfQZperdE2sgwxLLjex7TxqJKIXFxDWieWC3_JlO?page=25
The Cool Zone,Symphoneers,A one page TTRPG about escaping from fascism.,https://symphoneers.itch.io/the-cool-zone,,25,https://itch.io/bundle/download/jfQZperdE2sgwxLLjex7TxqJKIXFxDWieWC3_JlO?page=25
